onset	duration	condition_name	trial_type	stim_name	one_back	train_test	subj_resp	imagert	imagery_scene	imagery_pos
151.50003119999928	2.501496199999565	1523	2	A work truck turning down a city street	0	1	0	0	0	0
155.00052369999958	2.5016770000001998	512289	1	images\train2017\000000512289.jpg	0	2	0	0	0	0
158.4999384999992	2.5015058999997564	63879	2	A view of a corner of a desk with some items	0	1	0	0	0	0
162.00064089999978	2.5016458000000057	47566	1	images\train2017\000000047566.jpg	0	2	0	0	0	0
165.50024539999959	2.5014974999994593	533843	1	images\train2017\000000533843.jpg	0	1	0	0	0	0
169.0000259999997	2.5015363000002253	0	0	Fix	0	0	0	0	0	0
172.5000244999992	2.50151409999944	297372	2	A dog on a leash sniffing at a door	0	1	0	0	0	0
176.00006739999935	2.501586999999745	297372	2	A dog on a leash sniffing at a door	1	0	1	0	0	0
179.50003409999954	2.5014167000008456	309881	2	A group of cows in a stall eating hay	0	1	0	0	0	0
183.00014369999917	2.501612699999896	25902	2	A teenager surfing a wave in an ocean	0	2	0	0	0	0
186.49990829999933	2.5016241000002992	528938	2	A shoeless woman is about to use a blender	0	1	0	0	0	0
190.00035559999924	2.501651999999922	163155	1	images\val2017\000000163155.jpg	0	1	0	0	0	0
193.50026009999965	2.501604399999451	236206	1	images\train2017\000000236206.jpg	0	1	0	0	0	0
196.99998009999945	2.5014960000007704	407864	2	A flower in a tall clear vase on a desk	0	1	0	0	0	0
200.50011919999997	2.501510000000053	0	0	Fix	0	0	0	0	0	0
204.00044809999963	2.501629899999898	163240	1	images\train2017\000000163240.jpg	0	2	0	0	0	0
207.4999958999997	2.501508499999545	19647	2	a old rusty tow truck with buck teeth	0	1	0	0	0	0
211.00040659999922	2.5015132000007725	497928	1	images\train2017\000000497928.jpg	0	1	0	0	0	0
214.5004730999999	2.5016311999997924	379360	1	images\train2017\000000379360.jpg	0	1	0	0	0	0
218.00003930000003	2.501610900000742	158384	2	a couple of computers that are on a desk	0	1	0	0	0	0
221.4999103	2.501581699999406	165419	2	A man jumps to catch a frisbee on the beach	0	2	0	0	0	0
225.00042419999954	2.5016489000008733	283431	1	images\train2017\000000283431.jpg	0	1	0	0	0	0
228.5003775999994	2.501528099999632	475693	1	images\train2017\000000475693.jpg	0	2	0	0	0	0
232.0005314	2.5016215000005104	535626	1	images\train2017\000000535626.jpg	0	1	0	0	0	0
235.5003674999998	2.5014855999997962	375129	1	images\train2017\000000375129.jpg	0	1	0	0	0	0
239.0001261999996	2.501515500000096	0	0	Fix	0	0	0	0	0	0
242.50062679999974	2.501561199999742	35571	1	images\train2017\000000035571.jpg	0	1	0	0	0	0
245.99997499999972	2.501603900000191	63881	2	A young boy playing soccer on a dirt field	0	2	0	0	0	0
249.50035169999956	2.501501400000052	121572	1	images\train2017\000000121572.jpg	0	1	0	0	0	0
252.99999879999996	2.501621299999897	76087	2	two giraffes looking over a fence at trees	0	1	0	0	0	0
256.49993169999925	2.501615700000002	76087	2	two giraffes looking over a fence at trees	1	0	1	0	0	0
259.9998956999998	2.501527899999928	138582	2	some wood chairs are around a table in a room	0	1	0	0	0	0
263.5000891999998	2.501493499999924	92091	2	A toddler standing with a brush in her mouth	0	1	0	0	0	0
267.0004896999999	2.5015299999995477	25121	1	images\train2017\000000025121.jpg	0	1	0	0	0	0
270.5002698999997	2.501614100000552	333144	1	images\train2017\000000333144.jpg	0	1	0	0	0	0
274.00042869999925	2.5015636999996786	439242	1	images\train2017\000000439242.jpg	0	1	0	0	0	0
277.5004245	2.501526500000182	26748	1	images\train2017\000000026748.jpg	0	1	0	0	0	0
281.0000700999999	2.5015353999997387	271250	2	a man is holding a frisbee in his hand	0	1	0	0	0	0
284.50006549999944	2.501480299999457	271250	2	a man is holding a frisbee in his hand	1	0	1	0	0	0
288.0000960999996	2.5015965000002325	424192	2	a building with a bunch of dirty walls	0	1	0	0	0	0
291.5003664999995	2.5014976000002207	543389	1	images\train2017\000000543389.jpg	0	1	0	0	0	0
295.00046849999944	2.501521099999991	274398	1	images\train2017\000000274398.jpg	0	1	0	0	0	0
298.49999769999977	2.50150499999927	445007	2	a cat is standing on a table with food	0	1	0	0	0	0
302.00047449999965	2.5016052000000855	38938	1	images\train2017\000000038938.jpg	0	2	0	0	0	0
305.5002922999993	2.501581999999871	505967	1	images\train2017\000000505967.jpg	0	1	0	0	0	0
308.9999358999994	2.5015118000001166	43966	2	A pizza with one slice taken from it	0	2	0	0	0	0
312.5000276999999	2.5015112000000954	308027	2	Two skiers pose for a picture on the snow	0	1	0	0	0	0
315.99998289999985	2.5016077999998743	122403	2	An old school bus is parked in a field	0	2	0	0	0	0
319.5000332999998	2.5015050000001793	201601	2	A woman stands waiting next to her suitcase	0	2	0	0	0	0
323.00046099999963	2.5016790999998193	202572	1	images\train2017\000000202572.jpg	0	1	0	0	0	0
326.4999293999999	2.501517700000477	363483	2	a brown and white pony grazing in a field	0	2	0	0	0	0
330.00000529999943	7.999998900000719	0	0	Fix	0	0	0	0	0	0
